Title,Words,Sentences,Filtered_Words,POS_Tags,Entities,Sentiment,Lemmas
(PDF) A hybrid model for fake news detection: Leveraging news content and user comments in fake news,"['(', 'PDF', ')', 'A', 'hybrid', 'model', 'for', 'fake', 'news', 'detection', ':', 'Leveraging', 'news', 'content', 'and', 'user', 'comments', 'in', 'fake', 'news']",['(PDF) A hybrid model for fake news detection: Leveraging news content and user comments in fake news'],"['(', 'PDF', ')', 'hybrid', 'model', 'fake', 'news', 'detection', ':', 'Leveraging', 'news', 'content', 'user', 'comments', 'fake', 'news']","[('(', '('), ('PDF', 'NNP'), (')', ')'), ('hybrid', 'VBP'), ('model', 'NNS'), ('fake', 'JJ'), ('news', 'NN'), ('detection', 'NN'), (':', ':'), ('Leveraging', 'VBG'), ('news', 'NN'), ('content', 'NN'), ('user', 'NN'), ('comments', 'NNS'), ('fake', 'VBP'), ('news', 'NN')]","[('PDF', 'ORG')]",-0.5,"['(', 'PDF', ')', 'a', 'hybrid', 'model', 'for', 'fake', 'news', 'detection', ':', 'leverage', 'news', 'content', 'and', 'user', 'comment', 'in', 'fake', 'news']"
(PDF) Beyond “fake news”: Analytic thinking and the detection of false and hyperpartisan news headlines,"['(', 'PDF', ')', 'Beyond', '“', 'fake', 'news', '”', ':', 'Analytic', 'thinking', 'and', 'the', 'detection', 'of', 'false', 'and', 'hyperpartisan', 'news', 'headlines']",['(PDF) Beyond “fake news”: Analytic thinking and the detection of false and hyperpartisan news headlines'],"['(', 'PDF', ')', 'Beyond', '“', 'fake', 'news', '”', ':', 'Analytic', 'thinking', 'detection', 'false', 'hyperpartisan', 'news', 'headlines']","[('(', '('), ('PDF', 'NNP'), (')', ')'), ('Beyond', 'NNP'), ('“', 'NNP'), ('fake', 'JJ'), ('news', 'NN'), ('”', 'NN'), (':', ':'), ('Analytic', 'JJ'), ('thinking', 'NN'), ('detection', 'NN'), ('false', 'JJ'), ('hyperpartisan', 'JJ'), ('news', 'NN'), ('headlines', 'NNS')]","[('PDF', 'ORG')]",-0.45000000000000007,"['(', 'PDF', ')', 'beyond', '""', 'fake', 'news', '""', ':', 'analytic', 'thinking', 'and', 'the', 'detection', 'of', 'false', 'and', 'hyperpartisan', 'news', 'headline']"
(PDF) A Blockchain System for Fake News Detection,"['(', 'PDF', ')', 'A', 'Blockchain', 'System', 'for', 'Fake', 'News', 'Detection']",['(PDF) A Blockchain System for Fake News Detection'],"['(', 'PDF', ')', 'Blockchain', 'System', 'Fake', 'News', 'Detection']","[('(', '('), ('PDF', 'NNP'), (')', ')'), ('Blockchain', 'NNP'), ('System', 'NNP'), ('Fake', 'NNP'), ('News', 'NNP'), ('Detection', 'NNP')]","[('PDF', 'ORG')]",-0.5,"['(', 'PDF', ')', 'a', 'Blockchain', 'System', 'for', 'Fake', 'News', 'Detection']"
"Fact-checkers plan to enlist AI to verify fake news ahead of GE2025, boost volunteer pool","['Fact-checkers', 'plan', 'to', 'enlist', 'AI', 'to', 'verify', 'fake', 'news', 'ahead', 'of', 'GE2025', ',', 'boost', 'volunteer', 'pool']","['Fact-checkers plan to enlist AI to verify fake news ahead of GE2025, boost volunteer pool']","['Fact-checkers', 'plan', 'enlist', 'AI', 'verify', 'fake', 'news', 'ahead', 'GE2025', ',', 'boost', 'volunteer', 'pool']","[('Fact-checkers', 'NNS'), ('plan', 'NN'), ('enlist', 'VBP'), ('AI', 'NNP'), ('verify', 'FW'), ('fake', 'JJ'), ('news', 'NN'), ('ahead', 'RB'), ('GE2025', 'NNP'), (',', ','), ('boost', 'VB'), ('volunteer', 'NN'), ('pool', 'NN')]","[('AI', 'ORG'), ('GE2025', 'ORG')]",-0.5,"['fact', '-', 'checker', 'plan', 'to', 'enlist', 'AI', 'to', 'verify', 'fake', 'news', 'ahead', 'of', 'GE2025', ',', 'boost', 'volunteer', 'pool']"
Global Leaders Unite To Combat Misinformation Threats,"['Global', 'Leaders', 'Unite', 'To', 'Combat', 'Misinformation', 'Threats']",['Global Leaders Unite To Combat Misinformation Threats'],"['Global', 'Leaders', 'Unite', 'Combat', 'Misinformation', 'Threats']","[('Global', 'JJ'), ('Leaders', 'NNP'), ('Unite', 'NNP'), ('Combat', 'NNP'), ('Misinformation', 'NNP'), ('Threats', 'NNP')]",[],0.0,"['Global', 'Leaders', 'Unite', 'to', 'Combat', 'Misinformation', 'Threats']"
"CA calls for global support to combat misinformation, economic challenges in BD -","['CA', 'calls', 'for', 'global', 'support', 'to', 'combat', 'misinformation', ',', 'economic', 'challenges', 'in', 'BD', '-']","['CA calls for global support to combat misinformation, economic challenges in BD -']","['CA', 'calls', 'global', 'support', 'combat', 'misinformation', ',', 'economic', 'challenges', 'BD', '-']","[('CA', 'NNP'), ('calls', 'VBZ'), ('global', 'JJ'), ('support', 'NN'), ('combat', 'NN'), ('misinformation', 'NN'), (',', ','), ('economic', 'JJ'), ('challenges', 'NNS'), ('BD', 'NNP'), ('-', ':')]","[('CA', 'ORG')]",0.1,"['CA', 'call', 'for', 'global', 'support', 'to', 'combat', 'misinformation', ',', 'economic', 'challenge', 'in', 'BD', '-']"
Pakistan Criminalizes Online Disinformation for up to Three Years in Prison,"['Pakistan', 'Criminalizes', 'Online', 'Disinformation', 'for', 'up', 'to', 'Three', 'Years', 'in', 'Prison']",['Pakistan Criminalizes Online Disinformation for up to Three Years in Prison'],"['Pakistan', 'Criminalizes', 'Online', 'Disinformation', 'Three', 'Years', 'Prison']","[('Pakistan', 'NNP'), ('Criminalizes', 'NNP'), ('Online', 'NNP'), ('Disinformation', 'NNP'), ('Three', 'CD'), ('Years', 'NNP'), ('Prison', 'NNP')]","[('Pakistan Criminalizes Online Disinformation', 'ORG'), ('up to Three Years', 'DATE')]",0.0,"['Pakistan', 'Criminalizes', 'Online', 'Disinformation', 'for', 'up', 'to', 'three', 'year', 'in', 'Prison']"
"Pakistan bans disinformation with 3-year jail term, sparking Journalist protests","['Pakistan', 'bans', 'disinformation', 'with', '3-year', 'jail', 'term', ',', 'sparking', 'Journalist', 'protests']","['Pakistan bans disinformation with 3-year jail term, sparking Journalist protests']","['Pakistan', 'bans', 'disinformation', '3-year', 'jail', 'term', ',', 'sparking', 'Journalist', 'protests']","[('Pakistan', 'NNP'), ('bans', 'VBZ'), ('disinformation', 'JJ'), ('3-year', 'JJ'), ('jail', 'NN'), ('term', 'NN'), (',', ','), ('sparking', 'VBG'), ('Journalist', 'NN'), ('protests', 'NNS')]","[('Pakistan', 'GPE'), ('3-year', 'DATE'), ('Journalist', 'NORP')]",-0.1,"['Pakistan', 'ban', 'disinformation', 'with', '3', '-', 'year', 'jail', 'term', ',', 'spark', 'Journalist', 'protest']"
Malaysia launches AI chatbot to combat fake news,"['Malaysia', 'launches', 'AI', 'chatbot', 'to', 'combat', 'fake', 'news']",['Malaysia launches AI chatbot to combat fake news'],"['Malaysia', 'launches', 'AI', 'chatbot', 'combat', 'fake', 'news']","[('Malaysia', 'NNP'), ('launches', 'VBZ'), ('AI', 'NNP'), ('chatbot', 'NN'), ('combat', 'NN'), ('fake', 'VBP'), ('news', 'NN')]","[('Malaysia', 'GPE'), ('AI', 'ORG')]",-0.5,"['Malaysia', 'launch', 'AI', 'chatbot', 'to', 'combat', 'fake', 'news']"
"Climate Misinformation to Escalate on Social Media, Expert Warns","['Climate', 'Misinformation', 'to', 'Escalate', 'on', 'Social', 'Media', ',', 'Expert', 'Warns']","['Climate Misinformation to Escalate on Social Media, Expert Warns']","['Climate', 'Misinformation', 'Escalate', 'Social', 'Media', ',', 'Expert', 'Warns']","[('Climate', 'NNP'), ('Misinformation', 'NNP'), ('Escalate', 'NNP'), ('Social', 'NNP'), ('Media', 'NNP'), (',', ','), ('Expert', 'NNP'), ('Warns', 'NNP')]","[('Escalate', 'PERSON'), ('Social Media', 'ORG'), ('Expert Warns', 'PERSON')]",0.03333333333333333,"['climate', 'Misinformation', 'to', 'escalate', 'on', 'Social', 'Media', ',', 'Expert', 'warn']"
Ask the expert: What Meta’s new fact-checking policies mean for misinformation and hate speech,"['Ask', 'the', 'expert', ':', 'What', 'Meta', '’', 's', 'new', 'fact-checking', 'policies', 'mean', 'for', 'misinformation', 'and', 'hate', 'speech']",['Ask the expert: What Meta’s new fact-checking policies mean for misinformation and hate speech'],"['Ask', 'expert', ':', 'Meta', '’', 'new', 'fact-checking', 'policies', 'mean', 'misinformation', 'hate', 'speech']","[('Ask', 'NNP'), ('expert', 'NN'), (':', ':'), ('Meta', 'NNP'), ('’', 'NNP'), ('new', 'JJ'), ('fact-checking', 'JJ'), ('policies', 'NNS'), ('mean', 'VBP'), ('misinformation', 'NN'), ('hate', 'NN'), ('speech', 'NN')]","[('Meta', 'ORG')]",-0.3253787878787879,"['ask', 'the', 'expert', ':', 'what', 'Meta', '’', 'new', 'fact', '-', 'check', 'policy', 'mean', 'for', 'misinformation', 'and', 'hate', 'speech']"
Japan launches industry and academia tie-up to combat online disinformation,"['Japan', 'launches', 'industry', 'and', 'academia', 'tie-up', 'to', 'combat', 'online', 'disinformation']",['Japan launches industry and academia tie-up to combat online disinformation'],"['Japan', 'launches', 'industry', 'academia', 'tie-up', 'combat', 'online', 'disinformation']","[('Japan', 'NNP'), ('launches', 'VBZ'), ('industry', 'NN'), ('academia', 'NN'), ('tie-up', 'JJ'), ('combat', 'NN'), ('online', 'NN'), ('disinformation', 'NN')]","[('Japan', 'GPE')]",0.0,"['Japan', 'launch', 'industry', 'and', 'academia', 'tie', '-', 'up', 'to', 'combat', 'online', 'disinformation']"
Impact of Facebook and X shifting to user-driven moderation on Ghana’s fight against misinformation,"['Impact', 'of', 'Facebook', 'and', 'X', 'shifting', 'to', 'user-driven', 'moderation', 'on', 'Ghana', '’', 's', 'fight', 'against', 'misinformation']",['Impact of Facebook and X shifting to user-driven moderation on Ghana’s fight against misinformation'],"['Impact', 'Facebook', 'X', 'shifting', 'user-driven', 'moderation', 'Ghana', '’', 'fight', 'misinformation']","[('Impact', 'NNP'), ('Facebook', 'NNP'), ('X', 'NNP'), ('shifting', 'VBG'), ('user-driven', 'JJ'), ('moderation', 'NN'), ('Ghana', 'NNP'), ('’', 'NNP'), ('fight', 'VBD'), ('misinformation', 'NN')]","[('Ghana', 'GPE')]",0.0,"['impact', 'of', 'Facebook', 'and', 'X', 'shift', 'to', 'user', '-', 'drive', 'moderation', 'on', 'Ghana', '’s', 'fight', 'against', 'misinformation']"
Philippines launches comic book to counter China’s 'disinformation' in the disputed South China Sea,"['Philippines', 'launches', 'comic', 'book', 'to', 'counter', 'China', '’', 's', ""'disinformation"", ""'"", 'in', 'the', 'disputed', 'South', 'China', 'Sea']","[""Philippines launches comic book to counter China’s 'disinformation' in the disputed South China Sea""]","['Philippines', 'launches', 'comic', 'book', 'counter', 'China', '’', ""'disinformation"", ""'"", 'disputed', 'South', 'China', 'Sea']","[('Philippines', 'NNS'), ('launches', 'NNS'), ('comic', 'JJ'), ('book', 'NN'), ('counter', 'NN'), ('China', 'NNP'), ('’', 'NNP'), (""'disinformation"", 'NNP'), (""'"", 'POS'), ('disputed', 'VBN'), ('South', 'NNP'), ('China', 'NNP'), ('Sea', 'NNP')]","[('Philippines', 'GPE'), ('China', 'GPE'), ('South China Sea', 'LOC')]",0.25,"['Philippines', 'launch', 'comic', 'book', 'to', 'counter', 'China', '’s', ""'"", 'disinformation', ""'"", 'in', 'the', 'disputed', 'South', 'China', 'Sea']"
Malaysia uses AI to combat online fake news,"['Malaysia', 'uses', 'AI', 'to', 'combat', 'online', 'fake', 'news']",['Malaysia uses AI to combat online fake news'],"['Malaysia', 'uses', 'AI', 'combat', 'online', 'fake', 'news']","[('Malaysia', 'NNP'), ('uses', 'VBZ'), ('AI', 'NNP'), ('combat', 'NN'), ('online', 'NN'), ('fake', 'VBP'), ('news', 'NN')]","[('Malaysia', 'GPE'), ('AI', 'ORG')]",-0.5,"['Malaysia', 'use', 'AI', 'to', 'combat', 'online', 'fake', 'news']"
"Online safety laws should be urgently updated to stop repeat of last year's riots, leaked Home Office review states","['Online', 'safety', 'laws', 'should', 'be', 'urgently', 'updated', 'to', 'stop', 'repeat', 'of', 'last', 'year', ""'s"", 'riots', ',', 'leaked', 'Home', 'Office', 'review', 'states']","[""Online safety laws should be urgently updated to stop repeat of last year's riots, leaked Home Office review states""]","['Online', 'safety', 'laws', 'urgently', 'updated', 'stop', 'repeat', 'last', 'year', ""'s"", 'riots', ',', 'leaked', 'Home', 'Office', 'review', 'states']","[('Online', 'NNP'), ('safety', 'NN'), ('laws', 'NNS'), ('urgently', 'RB'), ('updated', 'VBN'), ('stop', 'NN'), ('repeat', 'NN'), ('last', 'JJ'), ('year', 'NN'), (""'s"", 'POS'), ('riots', 'NNS'), (',', ','), ('leaked', 'VBD'), ('Home', 'NNP'), ('Office', 'NNP'), ('review', 'NN'), ('states', 'NNS')]","[(""last year's"", 'DATE'), ('Home Office review', 'ORG')]",0.0,"['online', 'safety', 'law', 'should', 'be', 'urgently', 'update', 'to', 'stop', 'repeat', 'of', 'last', 'year', ""'s"", 'riot', ',', 'leak', 'Home', 'Office', 'review', 'state']"
Pakistan Cracks Down On Free Speech Online,"['Pakistan', 'Cracks', 'Down', 'On', 'Free', 'Speech', 'Online']",['Pakistan Cracks Down On Free Speech Online'],"['Pakistan', 'Cracks', 'Free', 'Speech', 'Online']","[('Pakistan', 'NNP'), ('Cracks', 'NNP'), ('Free', 'NNP'), ('Speech', 'NNP'), ('Online', 'NNP')]","[('Pakistan', 'GPE')]",0.12222222222222222,"['Pakistan', 'Cracks', 'down', 'on', 'Free', 'Speech', 'Online']"
State and press: Germany’s joint fight against disinformation,"['State', 'and', 'press', ':', 'Germany', '’', 's', 'joint', 'fight', 'against', 'disinformation']",['State and press: Germany’s joint fight against disinformation'],"['State', 'press', ':', 'Germany', '’', 'joint', 'fight', 'disinformation']","[('State', 'NN'), ('press', 'NN'), (':', ':'), ('Germany', 'NNP'), ('’', 'NNP'), ('joint', 'JJ'), ('fight', 'NN'), ('disinformation', 'NN')]","[('Germany', 'GPE')]",0.0,"['state', 'and', 'press', ':', 'Germany', '’s', 'joint', 'fight', 'against', 'disinformation']"
Justice Hogue claims 'disinformation' poses larger threat than foreign interference,"['Justice', 'Hogue', 'claims', ""'disinformation"", ""'"", 'poses', 'larger', 'threat', 'than', 'foreign', 'interference']","[""Justice Hogue claims 'disinformation' poses larger threat than foreign interference""]","['Justice', 'Hogue', 'claims', ""'disinformation"", ""'"", 'poses', 'larger', 'threat', 'foreign', 'interference']","[('Justice', 'NNP'), ('Hogue', 'NNP'), ('claims', 'VBZ'), (""'disinformation"", 'NN'), (""'"", ""''""), ('poses', 'NNS'), ('larger', 'JJR'), ('threat', 'NN'), ('foreign', 'JJ'), ('interference', 'NN')]","[('Hogue', 'PERSON')]",-0.0625,"['Justice', 'Hogue', 'claim', ""'"", 'disinformation', ""'"", 'pose', 'large', 'threat', 'than', 'foreign', 'interference']"
Speech Police Is Here: PECA Amendments Won’t Fix ‘Fake News’,"['Speech', 'Police', 'Is', 'Here', ':', 'PECA', 'Amendments', 'Won', '’', 't', 'Fix', '‘', 'Fake', 'News', '’']",['Speech Police Is Here: PECA Amendments Won’t Fix ‘Fake News’'],"['Speech', 'Police', ':', 'PECA', 'Amendments', '’', 'Fix', '‘', 'Fake', 'News', '’']","[('Speech', 'JJ'), ('Police', 'NNP'), (':', ':'), ('PECA', 'NN'), ('Amendments', 'NNS'), ('’', 'JJ'), ('Fix', 'NNP'), ('‘', 'NNP'), ('Fake', 'NNP'), ('News', 'NNP'), ('’', 'NN')]",[],-0.5,"['Speech', 'Police', 'be', 'here', ':', 'PECA', 'amendment', 'will', 'not', 'Fix', ""'"", 'Fake', 'news', ""'""]"
Poland accuses Russia of recruiting Polish citizens online for election meddling,"['Poland', 'accuses', 'Russia', 'of', 'recruiting', 'Polish', 'citizens', 'online', 'for', 'election', 'meddling']",['Poland accuses Russia of recruiting Polish citizens online for election meddling'],"['Poland', 'accuses', 'Russia', 'recruiting', 'Polish', 'citizens', 'online', 'election', 'meddling']","[('Poland', 'NNP'), ('accuses', 'VBZ'), ('Russia', 'NNP'), ('recruiting', 'VBG'), ('Polish', 'JJ'), ('citizens', 'NNS'), ('online', 'JJ'), ('election', 'NN'), ('meddling', 'NN')]","[('Poland', 'GPE'), ('Russia', 'GPE'), ('Polish', 'NORP')]",0.0,"['Poland', 'accuse', 'Russia', 'of', 'recruit', 'polish', 'citizen', 'online', 'for', 'election', 'meddling']"
Finland teaches 6-year-olds how to spot disinformation—and they might be better at it than you,"['Finland', 'teaches', '6-year-olds', 'how', 'to', 'spot', 'disinformation—and', 'they', 'might', 'be', 'better', 'at', 'it', 'than', 'you']",['Finland teaches 6-year-olds how to spot disinformation—and they might be better at it than you'],"['Finland', 'teaches', '6-year-olds', 'spot', 'disinformation—and', 'might', 'better']","[('Finland', 'NNP'), ('teaches', 'VBZ'), ('6-year-olds', 'JJ'), ('spot', 'NN'), ('disinformation—and', 'NN'), ('might', 'MD'), ('better', 'VB')]","[('Finland', 'GPE'), ('6-year-olds', 'DATE')]",0.5,"['Finland', 'teach', '6', '-', 'year', '-', 'old', 'how', 'to', 'spot', 'disinformation', '—', 'and', 'they', 'might', 'be', 'well', 'at', 'it', 'than', 'you']"
Pakistan Criminalizes Online Disinformation for up to Three Years in Prison,"['Pakistan', 'Criminalizes', 'Online', 'Disinformation', 'for', 'up', 'to', 'Three', 'Years', 'in', 'Prison']",['Pakistan Criminalizes Online Disinformation for up to Three Years in Prison'],"['Pakistan', 'Criminalizes', 'Online', 'Disinformation', 'Three', 'Years', 'Prison']","[('Pakistan', 'NNP'), ('Criminalizes', 'NNP'), ('Online', 'NNP'), ('Disinformation', 'NNP'), ('Three', 'CD'), ('Years', 'NNP'), ('Prison', 'NNP')]","[('Pakistan Criminalizes Online Disinformation', 'ORG'), ('up to Three Years', 'DATE')]",0.0,"['Pakistan', 'Criminalizes', 'Online', 'Disinformation', 'for', 'up', 'to', 'three', 'year', 'in', 'Prison']"
New school resource to fight online hate and disinformation,"['New', 'school', 'resource', 'to', 'fight', 'online', 'hate', 'and', 'disinformation']",['New school resource to fight online hate and disinformation'],"['New', 'school', 'resource', 'fight', 'online', 'hate', 'disinformation']","[('New', 'NNP'), ('school', 'NN'), ('resource', 'NN'), ('fight', 'NN'), ('online', 'NN'), ('hate', 'NN'), ('disinformation', 'NN')]",[],-0.33181818181818185,"['new', 'school', 'resource', 'to', 'fight', 'online', 'hate', 'and', 'disinformation']"
The Double-Edged Sword of Knowledge: Why we must protect truth in the age of misinformation,"['The', 'Double-Edged', 'Sword', 'of', 'Knowledge', ':', 'Why', 'we', 'must', 'protect', 'truth', 'in', 'the', 'age', 'of', 'misinformation']",['The Double-Edged Sword of Knowledge: Why we must protect truth in the age of misinformation'],"['Double-Edged', 'Sword', 'Knowledge', ':', 'must', 'protect', 'truth', 'age', 'misinformation']","[('Double-Edged', 'JJ'), ('Sword', 'NNP'), ('Knowledge', 'NNP'), (':', ':'), ('must', 'MD'), ('protect', 'VB'), ('truth', 'NN'), ('age', 'NN'), ('misinformation', 'NN')]",[],0.0,"['the', 'double', '-', 'edged', 'Sword', 'of', 'Knowledge', ':', 'why', 'we', 'must', 'protect', 'truth', 'in', 'the', 'age', 'of', 'misinformation']"
Global Leaders Unite To Combat Misinformation Threats,"['Global', 'Leaders', 'Unite', 'To', 'Combat', 'Misinformation', 'Threats']",['Global Leaders Unite To Combat Misinformation Threats'],"['Global', 'Leaders', 'Unite', 'Combat', 'Misinformation', 'Threats']","[('Global', 'JJ'), ('Leaders', 'NNP'), ('Unite', 'NNP'), ('Combat', 'NNP'), ('Misinformation', 'NNP'), ('Threats', 'NNP')]",[],0.0,"['Global', 'Leaders', 'Unite', 'to', 'Combat', 'Misinformation', 'Threats']"
Minister Aida Balayeva calls for increased vigilance on social media in fight against misinformation,"['Minister', 'Aida', 'Balayeva', 'calls', 'for', 'increased', 'vigilance', 'on', 'social', 'media', 'in', 'fight', 'against', 'misinformation']",['Minister Aida Balayeva calls for increased vigilance on social media in fight against misinformation'],"['Minister', 'Aida', 'Balayeva', 'calls', 'increased', 'vigilance', 'social', 'media', 'fight', 'misinformation']","[('Minister', 'NNP'), ('Aida', 'NNP'), ('Balayeva', 'NNP'), ('calls', 'VBZ'), ('increased', 'VBN'), ('vigilance', 'NN'), ('social', 'JJ'), ('media', 'NNS'), ('fight', 'JJ'), ('misinformation', 'NN')]","[('Aida Balayeva', 'PERSON')]",0.03333333333333333,"['Minister', 'Aida', 'Balayeva', 'call', 'for', 'increase', 'vigilance', 'on', 'social', 'medium', 'in', 'fight', 'against', 'misinformation']"
What Meta’s move to community moderation could mean for misinformation,"['What', 'Meta', '’', 's', 'move', 'to', 'community', 'moderation', 'could', 'mean', 'for', 'misinformation']",['What Meta’s move to community moderation could mean for misinformation'],"['Meta', '’', 'move', 'community', 'moderation', 'could', 'mean', 'misinformation']","[('Meta', 'NNP'), ('’', 'NNP'), ('move', 'NNP'), ('community', 'NN'), ('moderation', 'NN'), ('could', 'MD'), ('mean', 'VB'), ('misinformation', 'NN')]","[('Meta', 'ORG')]",-0.3125,"['what', 'Meta', '’s', 'move', 'to', 'community', 'moderation', 'could', 'mean', 'for', 'misinformation']"
False rumors of ICE raids spark panic in cities around U.S.,"['False', 'rumors', 'of', 'ICE', 'raids', 'spark', 'panic', 'in', 'cities', 'around', 'U.S', '.']",['False rumors of ICE raids spark panic in cities around U.S.'],"['False', 'rumors', 'ICE', 'raids', 'spark', 'panic', 'cities', 'around', 'U.S', '.']","[('False', 'JJ'), ('rumors', 'NNS'), ('ICE', 'NNP'), ('raids', 'NNS'), ('spark', 'NN'), ('panic', 'JJ'), ('cities', 'NNS'), ('around', 'IN'), ('U.S', 'NNP'), ('.', '.')]","[('ICE', 'ORG'), ('U.S.', 'GPE')]",-0.4000000000000001,"['false', 'rumor', 'of', 'ice', 'raid', 'spark', 'panic', 'in', 'city', 'around', 'U.S.']"
Social media without fact-checking will destabilize the Global South,"['Social', 'media', 'without', 'fact-checking', 'will', 'destabilize', 'the', 'Global', 'South']",['Social media without fact-checking will destabilize the Global South'],"['Social', 'media', 'without', 'fact-checking', 'destabilize', 'Global', 'South']","[('Social', 'JJ'), ('media', 'NNS'), ('without', 'IN'), ('fact-checking', 'JJ'), ('destabilize', 'NN'), ('Global', 'NNP'), ('South', 'NNP')]","[('the Global South', 'LOC')]",0.016666666666666666,"['social', 'medium', 'without', 'fact', '-', 'checking', 'will', 'destabilize', 'the', 'Global', 'South']"
Researchers found the most effective way to stop misinformation online and it's pretty simple,"['Researchers', 'found', 'the', 'most', 'effective', 'way', 'to', 'stop', 'misinformation', 'online', 'and', 'it', ""'s"", 'pretty', 'simple']","[""Researchers found the most effective way to stop misinformation online and it's pretty simple""]","['Researchers', 'found', 'effective', 'way', 'stop', 'misinformation', 'online', ""'s"", 'pretty', 'simple']","[('Researchers', 'NNS'), ('found', 'VBD'), ('effective', 'JJ'), ('way', 'NN'), ('stop', 'JJ'), ('misinformation', 'NN'), ('online', 'NN'), (""'s"", 'POS'), ('pretty', 'JJ'), ('simple', 'NN')]",[],0.3375,"['researcher', 'find', 'the', 'most', 'effective', 'way', 'to', 'stop', 'misinformation', 'online', 'and', 'it', 'be', 'pretty', 'simple']"
Fact check: Deportation misinformation in Germany,"['Fact', 'check', ':', 'Deportation', 'misinformation', 'in', 'Germany']",['Fact check: Deportation misinformation in Germany'],"['Fact', 'check', ':', 'Deportation', 'misinformation', 'Germany']","[('Fact', 'JJ'), ('check', 'NN'), (':', ':'), ('Deportation', 'NN'), ('misinformation', 'NN'), ('Germany', 'NNP')]","[('Germany', 'GPE')]",0.0,"['fact', 'check', ':', 'deportation', 'misinformation', 'in', 'Germany']"
Fact-checkers in Ethiopia take on disinformation amid rising tensions,"['Fact-checkers', 'in', 'Ethiopia', 'take', 'on', 'disinformation', 'amid', 'rising', 'tensions']",['Fact-checkers in Ethiopia take on disinformation amid rising tensions'],"['Fact-checkers', 'Ethiopia', 'take', 'disinformation', 'amid', 'rising', 'tensions']","[('Fact-checkers', 'NNS'), ('Ethiopia', 'NNP'), ('take', 'VB'), ('disinformation', 'NN'), ('amid', 'IN'), ('rising', 'VBG'), ('tensions', 'NNS')]","[('Ethiopia', 'GPE')]",0.0,"['fact', '-', 'checker', 'in', 'Ethiopia', 'take', 'on', 'disinformation', 'amid', 'rise', 'tension']"
Police warn of 'misinformation' being shared in social media posts in Windsor,"['Police', 'warn', 'of', ""'misinformation"", ""'"", 'being', 'shared', 'in', 'social', 'media', 'posts', 'in', 'Windsor']","[""Police warn of 'misinformation' being shared in social media posts in Windsor""]","['Police', 'warn', ""'misinformation"", ""'"", 'shared', 'social', 'media', 'posts', 'Windsor']","[('Police', 'NNP'), ('warn', 'VBD'), (""'misinformation"", 'NNP'), (""'"", 'POS'), ('shared', 'VBN'), ('social', 'JJ'), ('media', 'NNS'), ('posts', 'NNS'), ('Windsor', 'VBP')]",[],0.03333333333333333,"['Police', 'warn', 'of', ""'"", 'misinformation', ""'"", 'be', 'share', 'in', 'social', 'medium', 'post', 'in', 'windsor']"
"‘Doing this to ourselves’: misinformation threat is local, Australian Electoral Commission warns","['‘', 'Doing', 'this', 'to', 'ourselves', '’', ':', 'misinformation', 'threat', 'is', 'local', ',', 'Australian', 'Electoral', 'Commission', 'warns']","['‘Doing this to ourselves’: misinformation threat is local, Australian Electoral Commission warns']","['‘', '’', ':', 'misinformation', 'threat', 'local', ',', 'Australian', 'Electoral', 'Commission', 'warns']","[('‘', 'JJ'), ('’', 'NN'), (':', ':'), ('misinformation', 'NN'), ('threat', 'NN'), ('local', 'JJ'), (',', ','), ('Australian', 'JJ'), ('Electoral', 'NNP'), ('Commission', 'NNP'), ('warns', 'NNS')]","[('Australian Electoral Commission', 'ORG')]",0.0,"[""'"", 'do', 'this', 'to', 'ourselves', ""'"", ':', 'misinformation', 'threat', 'be', 'local', ',', 'Australian', 'Electoral', 'Commission', 'warn']"
Fact check: Deportation misinformation in Germany,"['Fact', 'check', ':', 'Deportation', 'misinformation', 'in', 'Germany']",['Fact check: Deportation misinformation in Germany'],"['Fact', 'check', ':', 'Deportation', 'misinformation', 'Germany']","[('Fact', 'JJ'), ('check', 'NN'), (':', ':'), ('Deportation', 'NN'), ('misinformation', 'NN'), ('Germany', 'NNP')]","[('Germany', 'GPE')]",0.0,"['fact', 'check', ':', 'deportation', 'misinformation', 'in', 'Germany']"
The eye of misinformation: How unchecked news platforms spread fear and divide communities,"['The', 'eye', 'of', 'misinformation', ':', 'How', 'unchecked', 'news', 'platforms', 'spread', 'fear', 'and', 'divide', 'communities']",['The eye of misinformation: How unchecked news platforms spread fear and divide communities'],"['eye', 'misinformation', ':', 'unchecked', 'news', 'platforms', 'spread', 'fear', 'divide', 'communities']","[('eye', 'NN'), ('misinformation', 'NN'), (':', ':'), ('unchecked', 'JJ'), ('news', 'NN'), ('platforms', 'NNS'), ('spread', 'VBP'), ('fear', 'JJ'), ('divide', 'NN'), ('communities', 'NNS')]",[],0.0,"['the', 'eye', 'of', 'misinformation', ':', 'how', 'unchecked', 'news', 'platform', 'spread', 'fear', 'and', 'divide', 'community']"
